wilayah,ncpr,kemiskinan (%),pengeluaran pangan (%),tanpa listrik (%),tanpa air bersih (%),lama sekolah perempuan (tahun),rasio tenaga kesehatan,angka harapan hidup (tahun),stunting (%),ikp,ikp ranking,nama_file,tahun
aceh - aceh tenggara,0.26,13.43,58.42,0.4,49.34,8.71,6.14,68.04,42.83,73.95,242,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh timur,0.55,14.47,58.23,0.87,44.3,8.16,3.09,68.67,25.5,74.1,238,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh tengah,1.54,15.5,27.05,0.08,36.6,9.79,3.35,68.82,42.87,71.07,276,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh barat,0.71,18.79,20.21,0.48,20.25,8.92,2.73,67.93,0.0,78.61,165,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh besar,0.4,13.92,37.93,0.84,7.72,10.55,1.96,69.77,0.0,83.99,48,Data Ketahanan Pangan 2020.csv,2020
aceh - pidie,0.33,19.46,55.08,0.32,35.15,8.28,1.54,66.89,0.0,74.57,229,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh utara,0.28,17.39,54.59,0.0,41.08,8.93,1.07,68.79,0.0,76.2,208,Data Ketahanan Pangan 2020.csv,2020
aceh - simeulue,1.19,18.99,36.31,0.21,22.18,8.84,2.75,65.22,28.21,72.43,267,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh singkil,3.97,20.78,39.47,0.0,42.4,8.76,2.79,67.36,0.0,53.14,371,Data Ketahanan Pangan 2020.csv,2020
aceh - bireuen,0.48,13.56,43.11,0.84,32.4,9.85,0.81,71.16,32.88,79.43,149,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh barat daya,0.37,16.26,42.51,0.41,31.27,8.96,2.23,64.91,0.0,76.6,205,Data Ketahanan Pangan 2020.csv,2020
aceh - gayo lues,0.52,19.87,36.15,0.7,28.07,8.25,8.25,65.38,29.16,74.68,226,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh jaya,0.3,13.36,41.55,0.94,28.09,9.06,7.09,67.11,0.0,79.42,150,Data Ketahanan Pangan 2020.csv,2020
aceh - nagan raya,0.78,17.97,36.74,0.0,36.54,9.13,4.93,69.14,26.46,75.0,221,Data Ketahanan Pangan 2020.csv,2020
aceh - aceh tamiang,0.74,13.38,43.4,0.57,22.02,9.26,2.52,69.52,0.0,78.99,159,Data Ketahanan Pangan 2020.csv,2020
aceh - bener meriah,5.0,19.3,37.74,1.89,33.82,10.05,1.69,69.19,28.15,49.6,376,Data Ketahanan Pangan 2020.csv,2020
aceh - pidie jaya,0.3,19.31,49.05,0.18,32.44,9.36,1.32,70.06,27.87,77.66,187,Data Ketahanan Pangan 2020.csv,2020
aceh - kota banda aceh,50.0,7.22,5.45,0.0,0.0,12.39,0.03,71.36,0.0,85.32,4,Data Ketahanan Pangan 2020.csv,2020
aceh - kota sabang,36.23,15.6,19.15,0.57,1.63,11.01,0.4,70.45,0.0,65.87,82,Data Ketahanan Pangan 2020.csv,2020
aceh - kota lhokseumawe,3.12,11.18,20.92,0.21,1.93,10.49,1.0,71.52,0.0,63.26,84,Data Ketahanan Pangan 2020.csv,2020
aceh - kota langsa,5.13,10.57,13.92,0.0,8.72,11.24,0.29,69.37,0.0,70.89,67,Data Ketahanan Pangan 2020.csv,2020
aceh - kota subulussalam,2.08,17.95,32.13,0.0,54.91,8.85,1.0,63.94,41.81,24.53,98,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - tapanuli tengah,1.31,12.53,44.66,3.69,42.18,8.63,1.66,67.08,36.32,70.13,288,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - tapanuli utara,0.34,9.48,60.34,1.45,37.19,9.59,2.8,68.46,0.0,77.84,183,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - tapanuli selatan,0.47,8.6,56.65,2.85,46.51,9.22,6.97,64.82,0.0,74.81,224,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - nias,0.77,15.94,43.17,22.39,81.81,5.57,2.38,69.68,56.21,62.84,339,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - langkat,1.03,9.91,39.18,0.12,23.33,8.51,1.97,68.59,18.21,78.4,170,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - karo,0.18,8.23,58.59,2.15,24.41,9.89,1.86,71.27,0.0,83.37,64,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - deli serdang,1.03,3.89,29.06,0.06,12.34,10.11,0.69,71.61,30.97,84.3,41,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - simalungun,0.43,8.81,40.79,0.88,39.75,9.64,2.33,71.07,32.38,80.34,121,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - asahan,1.93,9.68,30.07,0.42,24.34,8.77,2.01,68.11,0.0,73.11,256,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - labuhanbatu,1.17,8.44,28.11,0.11,28.72,9.09,1.93,69.86,0.0,77.75,186,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - dairi,0.33,7.7,55.91,2.22,42.81,9.45,2.2,68.79,39.27,77.86,181,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - toba samosir,0.22,8.6,50.46,1.48,40.7,10.23,2.39,69.93,0.0,80.8,113,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - mandailing natal,0.81,9.11,59.87,5.56,52.43,8.85,3.06,62.51,49.91,68.37,301,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - nias selatan,0.69,16.45,36.87,24.78,66.15,6.05,1.49,68.58,57.0,65.62,328,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - pakpak bharat,0.8,9.27,42.69,2.09,56.28,8.76,4.15,65.59,39.04,71.65,273,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - humbang hasundutan,0.31,8.75,56.03,0.65,46.21,9.49,3.45,69.06,0.0,77.29,197,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - samosir,0.3,12.52,54.42,1.07,58.74,8.6,3.73,71.16,0.0,75.92,213,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - serdang bedagai,0.17,7.9,30.32,0.28,28.25,8.53,1.46,68.46,0.0,83.03,70,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - batu bara,0.95,12.14,33.92,0.16,28.38,8.42,1.67,66.75,0.0,76.57,206,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - padang lawas utara,1.51,9.6,48.71,1.54,47.76,9.12,5.89,67.06,49.28,67.99,307,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - padang lawas,1.32,8.28,44.48,2.61,51.81,8.98,3.62,66.98,41.95,69.83,290,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - labuhanbatu selatan,5.0,8.94,23.26,0.29,24.46,9.0,3.53,68.64,0.0,54.78,364,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - labuhanbatu utara,1.35,9.57,42.8,0.8,39.13,8.36,4.5,69.37,0.0,73.09,257,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - nias utara,0.46,24.99,37.14,17.44,61.04,6.32,1.8,69.29,26.57,68.1,306,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - nias barat,1.43,25.51,54.56,11.25,81.37,6.42,1.09,68.82,43.95,56.49,358,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota medan,50.0,8.08,17.05,0.11,2.0,11.5,0.04,72.98,11.69,83.12,20,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota pematangsiantar,3.04,8.63,20.57,0.34,7.64,10.99,0.04,73.33,0.0,78.7,43,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota sibolga,50.0,12.36,34.41,0.0,4.9,10.41,0.06,68.77,0.0,67.84,76,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota tanjung balai,44.1,14.04,51.74,0.0,3.42,9.7,0.17,63.02,0.0,53.21,94,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota binjai,4.33,5.66,23.53,0.0,10.36,10.55,0.03,72.25,0.0,78.16,45,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota tebing tinggi,4.36,9.94,20.39,0.0,26.68,10.27,0.02,70.76,0.0,68.12,75,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota padang sidimpuan,1.72,7.26,24.99,0.37,38.88,10.94,0.1,69.15,0.0,61.64,86,Data Ketahanan Pangan 2020.csv,2020
sumatera utara - kota gunungsitoli,2.03,16.23,18.41,1.86,19.09,8.47,0.45,71.02,25.91,49.53,95,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - pesisir selatan,0.35,7.88,30.48,0.7,22.69,8.82,5.38,70.73,0.0,84.65,37,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - solok,0.37,7.98,43.96,1.11,31.94,8.05,3.55,68.34,35.45,79.57,145,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - sijunjung,0.83,7.04,29.45,0.87,32.3,8.51,5.44,66.02,0.0,77.85,182,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - tanah datar,0.27,4.66,38.34,1.65,26.26,8.99,1.48,69.73,0.0,84.88,35,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - padang pariaman,0.43,7.1,36.57,0.69,35.29,8.15,1.18,68.58,0.0,80.99,111,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - agam,0.38,6.75,31.96,0.95,32.28,9.26,2.1,72.17,0.0,84.1,45,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - lima puluh kota,0.39,6.97,41.28,1.11,36.68,8.14,4.9,69.7,28.94,80.42,117,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - pasaman,0.26,7.21,44.98,1.5,34.13,8.61,4.69,67.18,35.67,79.73,141,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kepulauan mentawai,3.72,14.43,54.99,25.81,68.08,7.18,13.48,64.68,0.0,46.67,382,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - dharmasraya,1.25,6.29,19.2,0.66,39.42,8.86,4.64,71.1,0.0,78.13,178,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - solok selatan,0.29,7.33,32.25,2.15,37.51,8.42,5.56,67.58,0.0,81.0,110,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - pasaman barat,0.45,7.14,45.51,0.9,40.76,8.89,3.53,67.67,31.66,78.35,171,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota padang,2.77,4.48,11.93,0.0,9.87,11.09,0.16,73.57,0.0,82.12,26,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota solok,0.9,3.24,23.94,0.0,1.71,10.54,0.1,73.45,0.0,82.02,28,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota sawahlunto,1.17,2.17,21.24,1.27,15.22,10.13,0.67,69.87,0.0,67.36,77,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota padang panjang,2.19,5.6,8.38,0.03,5.23,11.08,0.05,72.77,0.0,82.32,25,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota bukittinggi,4.13,4.6,6.45,0.0,2.88,11.3,0.02,74.22,0.0,89.01,2,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota payakumbuh,1.08,5.68,19.87,0.0,2.61,10.91,0.13,73.61,0.0,82.06,27,Data Ketahanan Pangan 2020.csv,2020
sumatera barat - kota pariaman,1.04,4.76,23.86,0.28,17.51,10.59,0.12,70.15,0.0,72.87,59,Data Ketahanan Pangan 2020.csv,2020
riau - kampar,5.0,7.71,25.7,0.14,32.49,9.24,5.84,70.64,23.07,55.51,362,Data Ketahanan Pangan 2020.csv,2020
riau - indragiri hulu,3.51,6.06,16.03,2.84,21.61,8.54,5.76,70.2,0.0,66.58,319,Data Ketahanan Pangan 2020.csv,2020
riau - bengkalis,3.27,6.27,20.92,0.58,38.65,9.26,4.78,71.11,0.0,65.95,324,Data Ketahanan Pangan 2020.csv,2020
riau - indragiri hilir,1.42,6.54,33.23,8.7,74.85,7.66,6.95,67.66,0.0,67.48,312,Data Ketahanan Pangan 2020.csv,2020
riau - pelalawan,4.39,9.62,28.85,3.17,13.37,8.65,11.63,71.03,22.97,60.51,346,Data Ketahanan Pangan 2020.csv,2020
riau - rokan hulu,5.0,10.53,28.41,2.0,33.41,8.74,7.02,69.89,24.37,53.24,370,Data Ketahanan Pangan 2020.csv,2020
riau - rokan hilir,2.87,7.01,25.8,2.09,38.9,8.6,5.24,70.17,28.87,66.63,318,Data Ketahanan Pangan 2020.csv,2020
riau - siak,2.36,5.03,12.28,0.81,14.05,9.54,6.82,71.03,0.0,77.12,199,Data Ketahanan Pangan 2020.csv,2020
riau - kuantan singingi,2.78,9.56,24.86,1.69,28.66,8.82,6.34,68.44,0.0,67.85,308,Data Ketahanan Pangan 2020.csv,2020
riau - kepulauan meranti,5.0,26.93,15.87,5.25,92.21,7.58,6.26,67.53,25.1,37.58,394,Data Ketahanan Pangan 2020.csv,2020
riau - kota pekanbaru,10.53,2.52,12.68,1.2,3.52,11.25,0.15,72.22,0.0,82.85,22,Data Ketahanan Pangan 2020.csv,2020
riau - kota dumai,16.65,3.56,17.61,0.87,12.1,9.96,1.0,70.82,0.0,68.15,74,Data Ketahanan Pangan 2020.csv,2020
jambi - kerinci,0.36,7.13,31.7,0.0,33.76,8.08,5.38,69.82,33.85,81.46,98,Data Ketahanan Pangan 2020.csv,2020
jambi - merangin,1.5,8.48,33.3,0.45,53.94,7.9,4.94,71.18,15.38,72.79,261,Data Ketahanan Pangan 2020.csv,2020
jambi - sarolangun,2.31,8.45,34.82,1.44,46.17,7.94,5.66,69.09,0.0,68.33,302,Data Ketahanan Pangan 2020.csv,2020
jambi - batanghari,2.79,9.75,37.32,1.05,42.03,8.3,6.69,70.44,0.0,65.53,330,Data Ketahanan Pangan 2020.csv,2020
jambi - muaro jambi,4.46,3.83,37.01,0.58,29.7,8.63,5.43,71.18,0.0,60.53,345,Data Ketahanan Pangan 2020.csv,2020
jambi - tanjung jabung barat,1.69,10.56,45.34,3.95,59.33,7.79,4.13,68.03,21.81,66.92,315,Data Ketahanan Pangan 2020.csv,2020
jambi - tanjung jabung timur,0.89,11.54,34.63,2.68,67.22,6.76,7.23,66.08,20.05,69.79,292,Data Ketahanan Pangan 2020.csv,2020
jambi - bungo,2.84,5.6,24.98,1.8,28.81,8.2,3.15,67.61,0.0,69.06,296,Data Ketahanan Pangan 2020.csv,2020
jambi - tebo,2.46,6.47,31.85,1.26,42.67,7.74,9.5,69.91,0.0,68.33,303,Data Ketahanan Pangan 2020.csv,2020
jambi - kota jambi,22.47,8.12,21.41,0.0,8.57,10.89,0.05,72.57,0.0,76.9,49,Data Ketahanan Pangan 2020.csv,2020
jambi - kota sungai penuh,0.44,2.81,26.79,0.21,10.56,10.24,0.73,72.01,0.0,70.38,68,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - ogan komering ulu,1.33,12.77,27.74,0.38,30.65,8.9,2.59,68.01,0.0,74.23,235,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - ogan komering ilir,0.31,15.01,30.95,0.37,42.24,7.16,7.53,68.41,38.06,76.12,210,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - muara enim,1.22,12.41,30.39,0.0,39.74,8.0,3.56,68.63,38.62,72.7,262,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - lahat,0.98,15.92,32.18,0.0,51.16,8.52,6.38,65.76,29.53,70.55,285,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - musi rawas,0.57,13.37,24.93,1.57,33.12,7.71,4.39,67.86,0.0,77.53,193,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - musi banyuasin,0.74,16.41,21.83,1.1,40.09,7.66,7.47,68.54,0.0,75.03,220,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - banyuasin,0.16,11.33,31.45,2.76,51.19,7.51,6.97,68.76,28.28,77.9,179,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - ogan komering ulu timur,0.18,10.43,15.36,0.21,44.69,7.68,1.4,68.87,0.0,81.22,104,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - ogan komering ulu selatan,0.3,10.53,53.68,1.78,59.57,7.72,5.19,66.76,0.0,73.86,244,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - ogan ilir,1.04,13.31,27.9,1.05,30.7,8.21,1.78,65.21,35.56,73.83,245,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - empat lawang,0.72,12.3,52.37,5.1,80.42,7.48,2.8,64.81,0.0,65.75,327,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - penukal abab lematang ilir,1.63,13.47,26.74,0.0,35.08,7.0,2.05,68.07,0.0,70.18,287,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - musi rawas utara,3.91,19.12,38.96,2.9,49.8,6.68,7.23,65.43,0.0,49.7,375,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - kota palembang,22.75,10.9,16.56,0.15,3.44,10.37,0.06,70.54,22.91,72.57,60,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - kota pagar alam,1.73,8.9,32.17,0.0,49.78,9.4,1.0,66.41,0.0,41.62,96,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - kota lubuklinggau,4.17,12.95,15.84,0.13,38.3,10.14,0.44,69.04,0.0,53.37,93,Data Ketahanan Pangan 2020.csv,2020
sumatera selatan - kota prabumulih,14.09,11.61,16.68,0.0,29.88,9.62,0.15,70.09,0.0,61.23,87,Data Ketahanan Pangan 2020.csv,2020
bengkulu - bengkulu selatan,0.3,18.54,42.35,0.38,51.84,9.03,1.1,67.79,25.22,74.54,230,Data Ketahanan Pangan 2020.csv,2020
bengkulu - rejang lebong,1.05,15.95,28.07,1.58,62.78,9.04,1.62,68.37,0.0,70.64,284,Data Ketahanan Pangan 2020.csv,2020
bengkulu - bengkulu utara,1.49,11.65,27.66,0.78,64.65,7.82,4.59,68.04,27.62,68.15,305,Data Ketahanan Pangan 2020.csv,2020
bengkulu - kaur,0.72,18.89,32.49,2.01,54.2,8.31,4.25,66.5,30.53,70.68,282,Data Ketahanan Pangan 2020.csv,2020
bengkulu - seluma,0.67,19.1,31.27,2.62,72.4,7.77,2.83,67.56,40.13,67.72,310,Data Ketahanan Pangan 2020.csv,2020
bengkulu - mukomuko,1.16,11.7,21.64,0.67,53.68,8.11,4.46,66.51,0.0,71.46,275,Data Ketahanan Pangan 2020.csv,2020
bengkulu - lebong,0.35,11.77,49.37,0.81,33.83,8.01,4.07,63.12,0.0,76.09,211,Data Ketahanan Pangan 2020.csv,2020
bengkulu - kepahiang,1.03,14.74,28.24,2.38,67.08,8.16,0.94,67.78,0.0,68.99,297,Data Ketahanan Pangan 2020.csv,2020
bengkulu - bengkulu tengah,2.05,8.8,30.81,2.31,54.75,7.32,2.15,68.12,0.0,67.24,314,Data Ketahanan Pangan 2020.csv,2020
bengkulu - kota bengkulu,10.23,18.09,6.82,0.34,14.39,11.64,0.07,70.04,0.0,67.24,78,Data Ketahanan Pangan 2020.csv,2020
lampung - lampung selatan,0.29,14.31,34.32,0.08,32.59,7.6,0.43,69.2,30.39,79.23,153,Data Ketahanan Pangan 2020.csv,2020
lampung - lampung tengah,0.16,12.03,31.46,0.22,47.76,7.83,1.41,69.75,21.41,79.83,140,Data Ketahanan Pangan 2020.csv,2020
lampung - lampung utara,0.16,19.9,42.37,0.89,67.45,8.09,1.62,69.05,38.56,71.51,274,Data Ketahanan Pangan 2020.csv,2020
lampung - lampung barat,0.86,12.92,25.98,1.07,44.7,7.94,2.9,67.43,0.0,74.02,240,Data Ketahanan Pangan 2020.csv,2020
lampung - tulang bawang,0.17,9.35,20.26,0.96,31.44,7.52,3.71,69.88,0.0,82.83,77,Data Ketahanan Pangan 2020.csv,2020
lampung - tanggamus,0.84,12.05,38.4,0.3,41.89,7.46,2.35,68.4,27.39,74.67,227,Data Ketahanan Pangan 2020.csv,2020
lampung - lampung timur,0.13,15.24,22.7,0.15,46.53,7.59,3.78,70.61,26.12,79.5,148,Data Ketahanan Pangan 2020.csv,2020
lampung - way kanan,0.35,13.07,35.47,0.12,65.47,7.15,2.93,69.27,0.0,73.34,252,Data Ketahanan Pangan 2020.csv,2020
lampung - pesawaran,0.29,15.19,28.01,0.17,29.15,7.75,2.6,68.88,25.84,80.15,128,Data Ketahanan Pangan 2020.csv,2020
lampung - pringsewu,0.5,10.15,29.0,0.0,16.14,8.23,0.43,69.85,0.0,83.79,53,Data Ketahanan Pangan 2020.csv,2020
lampung - mesuji,0.14,7.47,18.16,1.05,26.81,6.64,3.38,68.04,0.0,83.66,57,Data Ketahanan Pangan 2020.csv,2020
lampung - tulang bawang barat,0.15,7.75,22.95,0.0,72.18,7.24,1.57,69.88,0.0,77.58,190,Data Ketahanan Pangan 2020.csv,2020
lampung - pesisir barat,0.41,14.48,44.77,4.02,47.01,8.11,4.83,63.27,0.0,72.93,258,Data Ketahanan Pangan 2020.csv,2020
lampung - kota bandar lampung,50.0,8.71,16.62,0.09,15.57,10.58,0.06,71.28,0.0,71.62,63,Data Ketahanan Pangan 2020.csv,2020
lampung - kota metro,1.94,8.68,9.24,0.0,15.81,10.68,0.06,71.55,0.0,76.76,51,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - bangka,1.76,4.92,20.61,0.37,15.2,8.34,1.84,70.99,20.86,79.3,152,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - belitung,5.0,6.29,6.63,0.46,12.42,8.59,2.88,70.94,0.0,61.15,341,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - bangka selatan,0.92,3.36,26.86,0.18,22.61,6.79,5.75,67.9,21.59,80.89,112,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - bangka tengah,5.0,5.02,17.62,0.0,13.65,7.77,3.51,71.16,0.0,59.8,349,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - bangka barat,2.6,2.67,17.69,0.36,24.75,7.31,3.85,69.99,23.3,72.53,264,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - belitung timur,5.0,6.6,11.37,0.75,13.26,8.14,4.36,71.9,0.0,60.94,342,Data Ketahanan Pangan 2020.csv,2020
kepulauan bangka belitung - kota pangkalpinang,50.0,4.25,7.54,0.0,9.14,9.81,0.1,73.17,0.0,83.84,15,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - bintan,5.0,6.37,7.67,1.35,33.85,8.04,1.67,70.3,0.0,57.31,356,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - karimun,5.0,6.61,16.5,0.31,22.74,7.78,1.04,70.71,15.08,58.29,352,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - natuna,5.0,4.42,22.53,0.52,24.3,8.39,3.49,64.81,17.36,55.7,360,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - lingga,5.0,12.88,26.77,0.78,23.34,7.11,3.97,61.75,16.49,50.47,373,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - kepulauan anambas,5.0,6.44,17.62,0.42,40.74,7.07,1.51,67.06,0.0,53.31,369,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - kota batam,50.0,4.85,3.72,0.28,0.83,11.03,0.35,73.29,0.0,85.09,6,Data Ketahanan Pangan 2020.csv,2020
kepulauan riau - kota tanjungpinang,50.0,9.03,5.57,0.0,6.24,10.16,0.12,72.02,0.0,78.77,42,Data Ketahanan Pangan 2020.csv,2020
dki jakarta - kepulauan seribu,5.0,12.09,74.94,0.0,9.43,8.52,0.05,68.51,29.16,51.88,372,Data Ketahanan Pangan 2020.csv,2020
dki jakarta - jakarta pusat,50.0,3.68,21.08,0.0,1.67,10.92,0.0,74.02,0.0,83.81,16,Data Ketahanan Pangan 2020.csv,2020
dki jakarta - jakarta utara,50.0,5.04,24.86,0.0,0.35,10.45,0.02,73.18,0.0,81.43,31,Data Ketahanan Pangan 2020.csv,2020
dki jakarta - jakarta barat,50.0,3.25,16.16,0.0,4.54,10.25,0.01,73.54,0.0,85.06,7,Data Ketahanan Pangan 2020.csv,2020
dki jakarta - jakarta selatan,50.0,2.73,8.84,0.0,22.82,11.37,0.01,74.03,0.0,83.62,17,Data Ketahanan Pangan 2020.csv,2020
dki jakarta - jakarta timur,50.0,3.12,15.98,0.0,19.73,11.25,0.01,74.37,18.43,81.99,29,Data Ketahanan Pangan 2020.csv,2020
jawa barat - bogor,2.84,6.66,30.35,0.0,39.88,8.49,0.68,71.01,34.96,66.64,317,Data Ketahanan Pangan 2020.csv,2020
jawa barat - sukabumi,0.73,6.22,52.42,0.09,45.7,7.3,1.17,70.73,21.93,77.18,198,Data Ketahanan Pangan 2020.csv,2020
jawa barat - cianjur,0.59,9.15,48.22,0.12,46.98,7.06,1.04,69.91,27.52,76.19,209,Data Ketahanan Pangan 2020.csv,2020
jawa barat - bandung,1.58,5.94,38.11,0.0,17.59,8.83,0.59,73.4,27.87,79.08,158,Data Ketahanan Pangan 2020.csv,2020
jawa barat - garut,0.48,8.98,59.66,0.0,49.33,7.74,0.81,71.22,27.03,76.62,204,Data Ketahanan Pangan 2020.csv,2020
jawa barat - tasikmalaya,0.64,9.12,63.34,0.0,51.75,7.6,1.08,69.21,34.97,73.28,253,Data Ketahanan Pangan 2020.csv,2020
jawa barat - ciamis,0.66,6.65,44.41,0.0,41.88,7.95,0.67,71.57,24.21,79.21,154,Data Ketahanan Pangan 2020.csv,2020
jawa barat - kuningan,0.61,11.41,46.37,0.0,33.64,7.54,0.46,73.35,18.06,80.01,134,Data Ketahanan Pangan 2020.csv,2020
jawa barat - cirebon,0.8,9.94,41.99,0.0,24.78,7.22,0.3,71.82,25.06,79.68,143,Data Ketahanan Pangan 2020.csv,2020
jawa barat - majalengka,0.35,10.06,48.77,0.09,22.84,7.22,0.44,69.97,28.53,81.02,109,Data Ketahanan Pangan 2020.csv,2020
jawa barat - sumedang,0.42,9.05,45.12,0.0,34.68,8.51,0.81,72.29,24.43,81.46,97,Data Ketahanan Pangan 2020.csv,2020
jawa barat - indramayu,0.23,11.11,55.09,0.08,13.41,6.02,0.89,71.37,29.19,82.17,88,Data Ketahanan Pangan 2020.csv,2020
jawa barat - subang,0.31,8.12,39.44,0.13,29.48,6.83,0.69,72.13,25.73,82.66,80,Data Ketahanan Pangan 2020.csv,2020
jawa barat - purwakarta,1.09,7.48,30.66,0.0,31.88,7.87,0.75,70.8,23.42,78.67,163,Data Ketahanan Pangan 2020.csv,2020
jawa barat - karawang,0.39,7.39,34.87,0.0,22.03,7.75,0.35,71.98,24.01,84.51,39,Data Ketahanan Pangan 2020.csv,2020
jawa barat - bekasi,1.27,4.01,29.51,0.25,11.06,8.66,0.48,73.56,20.93,83.86,51,Data Ketahanan Pangan 2020.csv,2020
jawa barat - bandung barat,1.42,9.38,45.41,0.0,26.57,8.38,0.66,72.18,32.12,75.76,215,Data Ketahanan Pangan 2020.csv,2020
jawa barat - pangandaran,0.42,7.71,42.88,0.2,28.65,7.74,1.17,71.12,0.0,81.99,91,Data Ketahanan Pangan 2020.csv,2020
jawa barat - kota bogor,34.15,5.77,24.53,0.0,17.12,10.21,0.03,73.41,0.0,72.4,61,Data Ketahanan Pangan 2020.csv,2020
jawa barat - kota sukabumi,3.91,6.67,31.02,0.4,18.6,9.63,0.02,72.26,0.0,65.73,83,Data Ketahanan Pangan 2020.csv,2020
jawa barat - kota bandung,50.0,3.38,19.89,0.0,5.11,10.77,0.03,74.14,28.12,81.72,30,Data Ketahanan Pangan 2020.csv,2020
